Incident_Id,Location,Cluster
175306,Residence/Home,Residential or Community Center
175307,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175308,Air/Bus/Train Terminal,Transportation Terminals
175309,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175310,Convenience Store,Store and Commercial Buildings
175311,Convenience Store,Store and Commercial Buildings
175312,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175313,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175314,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175315,Residence/Home,Residential or Community Center
175316,Residence/Home,Residential or Community Center
175317,Restaurant,Store and Commercial Buildings
175318,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175319,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175320,Other/Unknown,Other/Unknown
175321,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175322,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175323,Residence/Home,Residential or Community Center
175324,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175325,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175326,Residence/Home,Residential or Community Center
175327,School-Elementary/Secondary,Educational Buildings
175328,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175329,Park/Playground,Public Places and Recreation Sites
175330,Commercial/Office Building,Store and Commercial Buildings
175331,Restaurant,Store and Commercial Buildings
175332,Community Center,Residential or Community Center
175333,Residence/Home,Residential or Community Center
175334,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175335,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175336,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175337,Government/Public Building,Goverment Buildings
175338,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175339,Residence/Home,Residential or Community Center
175340,Other/Unknown,Other/Unknown
175341,Residence/Home,Residential or Community Center
175342,Park/Playground,Public Places and Recreation Sites
175343,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175344,School-Elementary/Secondary,Educational Buildings
175345,School-Elementary/Secondary,Educational Buildings
175346,Commercial/Office Building,Store and Commercial Buildings
175347,Residence/Home,Residential or Community Center
175348,Residence/Home,Residential or Community Center
175349,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175350,Residence/Home,Residential or Community Center
175351,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175352,Restaurant,Store and Commercial Buildings
175353,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175354,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175355,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175356,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175357,Bar/Nightclub,Store and Commercial Buildings
175358,Park/Playground,Public Places and Recreation Sites
175359,Daycare Facility,Residential or Community Center
175360,Residence/Home,Residential or Community Center
175361,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175362,Other/Unknown,Other/Unknown
175363,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175364,Residence/Home,Residential or Community Center
175365,Residence/Home,Residential or Community Center
175366,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175367,Residence/Home,Residential or Community Center
175368,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175369,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175370,Residence/Home,Residential or Community Center
175371,School-Elementary/Secondary,Educational Buildings
175372,School-College/University,Educational Buildings
175373,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175374,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175375,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175376,Restaurant,Store and Commercial Buildings
175377,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175378,Residence/Home,Residential or Community Center
175379,Residence/Home,Residential or Community Center
175380,School-Elementary/Secondary,Educational Buildings
175381,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175382,Residence/Home,Residential or Community Center
175383,Residence/Home,Residential or Community Center
175384,Residence/Home,Residential or Community Center
175385,Restaurant,Store and Commercial Buildings
175386,Residence/Home,Residential or Community Center
175387,School-Elementary/Secondary,Educational Buildings
175388,Air/Bus/Train Terminal,Transportation Terminals
175389,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175390,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175391,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175392,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175393,Residence/Home,Residential or Community Center
175394,Residence/Home,Residential or Community Center
175395,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175396,Residence/Home,Residential or Community Center
175397,Residence/Home,Residential or Community Center
175398,Specialty Store,Store and Commercial Buildings
175399,Department/Discount Store,Store and Commercial Buildings
175400,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175401,Residence/Home,Residential or Community Center
175402,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175403,Residence/Home,Residential or Community Center
175404,Commercial/Office Building,Store and Commercial Buildings
175405,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175406,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175407,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175408,Abandoned/Condemned Structure,Industrial
175409,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175410,Residence/Home,Residential or Community Center
175411,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175412,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175413,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175414,Residence/Home,Residential or Community Center
175415,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175416,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175417,Other/Unknown,Other/Unknown
175418,Residence/Home,Residential or Community Center
175419,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175420,School-Elementary/Secondary,Educational Buildings
175421,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175422,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175423,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175424,Residence/Home,Residential or Community Center
175425,Grocery/Supermarket,Store and Commercial Buildings
175426,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175427,Residence/Home,Residential or Community Center
175428,Specialty Store,Store and Commercial Buildings
175429,Residence/Home,Residential or Community Center
175430,Residence/Home,Residential or Community Center
175431,Residence/Home,Residential or Community Center
175432,Residence/Home,Residential or Community Center
175433,Residence/Home,Residential or Community Center
175434,Residence/Home,Residential or Community Center
175435,Residence/Home,Residential or Community Center
175436,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175437,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175438,Bar/Nightclub,Store and Commercial Buildings
175439,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175440,Residence/Home,Residential or Community Center
175441,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175442,School-Elementary/Secondary,Educational Buildings
175443,Residence/Home,Residential or Community Center
175444,Residence/Home,Residential or Community Center
175445,Community Center,Residential or Community Center
175446,Commercial/Office Building,Store and Commercial Buildings
175447,Other/Unknown,Other/Unknown
175448,Residence/Home,Residential or Community Center
175449,Residence/Home,Residential or Community Center
175450,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175451,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
175452,Community Center,Residential or Community Center
175453,Commercial/Office Building,Store and Commercial Buildings
175454,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175455,School-Elementary/Secondary,Educational Buildings
175456,Residence/Home,Residential or Community Center
175457,Residence/Home,Residential or Community Center
175458,School-College/University,Educational Buildings
175459,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175460,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175461,Residence/Home,Residential or Community Center
175462,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175463,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175464,Service/Gas Station,"Highway, Road or Other Open Space"
175465,School-Elementary/Secondary,Educational Buildings
175466,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175467,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175468,Other/Unknown,Other/Unknown
175469,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
175470,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175471,Restaurant,Store and Commercial Buildings
175472,Lake/Waterway/Beach,Public Places and Recreation Sites
175473,Park/Playground,Public Places and Recreation Sites
175474,Residence/Home,Residential or Community Center
175475,Residence/Home,Residential or Community Center
175476,Residence/Home,Residential or Community Center
175477,School-Elementary/Secondary,Educational Buildings
175478,School-Elementary/Secondary,Educational Buildings
175479,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175480,Residence/Home,Residential or Community Center
175481,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175482,Residence/Home,Residential or Community Center
175483,Residence/Home,Residential or Community Center
175484,School-College/University,Educational Buildings
175485,School-College/University,Educational Buildings
175486,Residence/Home,Residential or Community Center
175487,Specialty Store,Store and Commercial Buildings
175488,Lake/Waterway/Beach,Public Places and Recreation Sites
175489,Residence/Home,Residential or Community Center
175490,Residence/Home,Residential or Community Center
175491,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175492,Residence/Home,Residential or Community Center
175493,School-College/University,Educational Buildings
175494,School-College/University,Educational Buildings
175495,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175496,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175497,School-College/University,Educational Buildings
175498,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175499,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175500,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175501,Residence/Home,Residential or Community Center
175502,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175503,Residence/Home,Residential or Community Center
175504,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175505,Residence/Home,Residential or Community Center
175506,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175507,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175508,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175509,Residence/Home,Residential or Community Center
175510,Residence/Home,Residential or Community Center
175511,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175512,Camp/Campground,Public Places and Recreation Sites
175513,Residence/Home,Residential or Community Center
175514,Jail/Prison/Penitentiary/Corrections Facility,Goverment Buildings
175515,Jail/Prison/Penitentiary/Corrections Facility,Goverment Buildings
175516,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175517,School-College/University,Educational Buildings
175518,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175519,Residence/Home,Residential or Community Center
175520,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175521,Residence/Home,Residential or Community Center
175522,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175523,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175524,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175525,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175526,School-Elementary/Secondary,Educational Buildings
175527,Park/Playground,Public Places and Recreation Sites
175528,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175529,Bar/Nightclub,Store and Commercial Buildings
175530,Hotel/Motel/Etc.,Store and Commercial Buildings
175531,Shopping Mall,Store and Commercial Buildings
175532,Residence/Home,Residential or Community Center
175533,Residence/Home,Residential or Community Center
175534,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175535,Bar/Nightclub,Store and Commercial Buildings
175536,Residence/Home,Residential or Community Center
175537,Bank/Savings and Loan,"Highway, Road or Other Open Space"
175538,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175539,Residence/Home,Residential or Community Center
175540,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175541,School-Elementary/Secondary,Educational Buildings
175542,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175543,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175544,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175545,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175546,Air/Bus/Train Terminal,Transportation Terminals
175547,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175548,School-Elementary/Secondary,Educational Buildings
175549,Liquor Store,Store and Commercial Buildings
175550,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
175551,Restaurant,Store and Commercial Buildings
175552,Residence/Home,Residential or Community Center
175553,School-College/University,Educational Buildings
175554,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175555,Residence/Home,Residential or Community Center
175556,Residence/Home,Residential or Community Center
175557,Residence/Home,Residential or Community Center
175558,Residence/Home,Residential or Community Center
175559,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175560,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175561,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175562,School-Elementary/Secondary,Educational Buildings
175563,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175565,Residence/Home,Residential or Community Center
175566,Residence/Home,Residential or Community Center
175567,Convenience Store,Store and Commercial Buildings
175568,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175569,Convenience Store,Store and Commercial Buildings
175570,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175571,Residence/Home,Residential or Community Center
175572,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175573,Residence/Home,Residential or Community Center
175574,Hotel/Motel/Etc.,Store and Commercial Buildings
175575,Restaurant,Store and Commercial Buildings
175576,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175577,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175578,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175579,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175580,Residence/Home,Residential or Community Center
175581,Residence/Home,Residential or Community Center
175582,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175583,Convenience Store,Store and Commercial Buildings
175584,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175585,School-Elementary/Secondary,Educational Buildings
175586,Residence/Home,Residential or Community Center
175587,Shopping Mall,Store and Commercial Buildings
175588,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175589,Residence/Home,Residential or Community Center
175564,Residence/Home,Residential or Community Center
175592,Jail/Prison/Penitentiary/Corrections Facility,Goverment Buildings
175593,Residence/Home,Residential or Community Center
175594,Park/Playground,Public Places and Recreation Sites
175595,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175596,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175597,Residence/Home,Residential or Community Center
175598,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175599,Residence/Home,Residential or Community Center
175600,Residence/Home,Residential or Community Center
175601,Air/Bus/Train Terminal,Transportation Terminals
175602,School-Elementary/Secondary,Educational Buildings
175603,Residence/Home,Residential or Community Center
175604,Residence/Home,Residential or Community Center
175605,Air/Bus/Train Terminal,Transportation Terminals
175606,Park/Playground,Public Places and Recreation Sites
175607,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175608,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175609,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175610,Convenience Store,Store and Commercial Buildings
175611,Park/Playground,Public Places and Recreation Sites
175590,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175591,Residence/Home,Residential or Community Center
175612,School-Elementary/Secondary,Educational Buildings
175613,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175614,Residence/Home,Residential or Community Center
175615,Other/Unknown,Other/Unknown
175616,Bar/Nightclub,Store and Commercial Buildings
175617,Bar/Nightclub,Store and Commercial Buildings
175618,Grocery/Supermarket,Store and Commercial Buildings
175619,Residence/Home,Residential or Community Center
175620,Restaurant,Store and Commercial Buildings
175621,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175622,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175623,Restaurant,Store and Commercial Buildings
175624,Restaurant,Store and Commercial Buildings
175625,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175626,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175627,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175628,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175629,Residence/Home,Residential or Community Center
175630,Other/Unknown,Other/Unknown
175631,Residence/Home,Residential or Community Center
175632,Residence/Home,Residential or Community Center
175633,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175634,Residence/Home,Residential or Community Center
175635,Residence/Home,Residential or Community Center
175636,Residence/Home,Residential or Community Center
175637,Residence/Home,Residential or Community Center
175638,Residence/Home,Residential or Community Center
175639,Bar/Nightclub,Store and Commercial Buildings
175640,Other/Unknown,Other/Unknown
175642,Jail/Prison/Penitentiary/Corrections Facility,Goverment Buildings
175643,Jail/Prison/Penitentiary/Corrections Facility,Goverment Buildings
175644,Residence/Home,Residential or Community Center
175645,Residence/Home,Residential or Community Center
175646,Park/Playground,Public Places and Recreation Sites
175647,Residence/Home,Residential or Community Center
175648,School-Elementary/Secondary,Educational Buildings
175649,Convenience Store,Store and Commercial Buildings
175650,Jail/Prison/Penitentiary/Corrections Facility,Goverment Buildings
175651,Jail/Prison/Penitentiary/Corrections Facility,Goverment Buildings
175652,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175653,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175654,Residence/Home,Residential or Community Center
175655,Jail/Prison/Penitentiary/Corrections Facility,Goverment Buildings
175656,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175657,Department/Discount Store,Store and Commercial Buildings
175658,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175659,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175660,Residence/Home,Residential or Community Center
175661,Grocery/Supermarket,Store and Commercial Buildings
175662,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175663,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175664,Residence/Home,Residential or Community Center
175665,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175666,Service/Gas Station,"Highway, Road or Other Open Space"
175667,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175668,Park/Playground,Public Places and Recreation Sites
175669,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175670,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175671,Commercial/Office Building,Store and Commercial Buildings
175672,Community Center,Residential or Community Center
175673,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175674,Community Center,Residential or Community Center
175675,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175676,Government/Public Building,Goverment Buildings
175677,Residence/Home,Residential or Community Center
175678,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175679,Residence/Home,Residential or Community Center
175680,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175681,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175682,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175683,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175684,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175685,Air/Bus/Train Terminal,Transportation Terminals
175686,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175687,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175688,Residence/Home,Residential or Community Center
175689,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175690,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175691,School-Elementary/Secondary,Educational Buildings
175692,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175693,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175694,Other/Unknown,Other/Unknown
175695,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175696,Residence/Home,Residential or Community Center
175697,Residence/Home,Residential or Community Center
175698,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175699,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175700,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175701,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175702,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175703,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175704,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175705,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175706,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175707,Residence/Home,Residential or Community Center
175708,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175709,Residence/Home,Residential or Community Center
175710,School-College/University,Educational Buildings
175711,School-College/University,Educational Buildings
175712,Field/Woods,Public Places and Recreation Sites
175641,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175713,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175714,Government/Public Building,Goverment Buildings
175715,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175716,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175717,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175718,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175719,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175720,Other/Unknown,Other/Unknown
175721,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175722,Park/Playground,Public Places and Recreation Sites
175723,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175724,Park/Playground,Public Places and Recreation Sites
175725,Residence/Home,Residential or Community Center
175726,Residence/Home,Residential or Community Center
175727,Restaurant,Store and Commercial Buildings
175728,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175729,Residence/Home,Residential or Community Center
175730,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175731,Bar/Nightclub,Store and Commercial Buildings
175732,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175733,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175734,Residence/Home,Residential or Community Center
175735,Residence/Home,Residential or Community Center
175736,Residence/Home,Residential or Community Center
175737,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175738,Community Center,Residential or Community Center
175739,Residence/Home,Residential or Community Center
175740,Government/Public Building,Goverment Buildings
175741,Air/Bus/Train Terminal,Transportation Terminals
175742,Residence/Home,Residential or Community Center
175743,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175744,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175745,Park/Playground,Public Places and Recreation Sites
175746,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175747,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175748,Other/Unknown,Other/Unknown
175749,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175750,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175751,Residence/Home,Residential or Community Center
175752,Bar/Nightclub,Store and Commercial Buildings
175753,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175754,Residence/Home,Residential or Community Center
175755,Residence/Home,Residential or Community Center
175756,Residence/Home,Residential or Community Center
175757,Restaurant,Store and Commercial Buildings
175758,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175759,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175760,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175761,Air/Bus/Train Terminal,Transportation Terminals
175762,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
175763,Other/Unknown,Other/Unknown
175764,Restaurant,Store and Commercial Buildings
175765,Residence/Home,Residential or Community Center
175766,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175767,Other/Unknown,Other/Unknown
175768,Bar/Nightclub,Store and Commercial Buildings
175769,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175770,Air/Bus/Train Terminal,Transportation Terminals
175771,Other/Unknown,Other/Unknown
175772,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175773,Residence/Home,Residential or Community Center
175774,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175775,Residence/Home,Residential or Community Center
175776,Jail/Prison/Penitentiary/Corrections Facility,Goverment Buildings
175777,Residence/Home,Residential or Community Center
175778,Residence/Home,Residential or Community Center
175779,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175780,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175781,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175782,Residence/Home,Residential or Community Center
175783,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175784,Residence/Home,Residential or Community Center
175785,Residence/Home,Residential or Community Center
175786,School-College/University,Educational Buildings
175787,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175788,School-College/University,Educational Buildings
175789,School-College/University,Educational Buildings
175790,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175791,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175792,Shelter-Mission/Homeless,Residential or Community Center
175793,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175794,Park/Playground,Public Places and Recreation Sites
175795,School-Elementary/Secondary,Educational Buildings
175796,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175797,School-College/University,Educational Buildings
175798,Residence/Home,Residential or Community Center
175799,Residence/Home,Residential or Community Center
175800,Other/Unknown,Other/Unknown
175801,Hotel/Motel/Etc.,Store and Commercial Buildings
175802,Residence/Home,Residential or Community Center
175803,Hotel/Motel/Etc.,Store and Commercial Buildings
175804,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175805,Park/Playground,Public Places and Recreation Sites
